Date,Crop,Mandi,Modal_Price
2025-10-10,Potato,Mumbai,3183
2025-10-11,Potato,Mumbai,3166
2025-10-12,Potato,Mumbai,3174
2025-10-13,Potato,Mumbai,3154
2025-10-14,Potato,Mumbai,3150
2025-10-15,Potato,Mumbai,3132
2025-10-16,Potato,Mumbai,3120
2025-10-17,Potato,Mumbai,3110
2025-10-18,Potato,Mumbai,3099
2025-10-19,Potato,Mumbai,3120
2025-10-20,Potato,Mumbai,3123
2025-10-21,Potato,Mumbai,3148
2025-10-22,Potato,Mumbai,3161
2025-10-23,Potato,Mumbai,3165
2025-10-24,Potato,Mumbai,3171
2025-10-25,Potato,Mumbai,3171
2025-10-26,Potato,Mumbai,3176
2025-10-27,Potato,Mumbai,3196
2025-10-28,Potato,Mumbai,3176
2025-10-29,Potato,Mumbai,3201
2025-10-30,Potato,Mumbai,3208
2025-10-31,Potato,Mumbai,3219
2025-11-01,Potato,Mumbai,3215
2025-11-02,Potato,Mumbai,3228
2025-11-03,Potato,Mumbai,3252
2025-11-04,Potato,Mumbai,3245
2025-11-05,Potato,Mumbai,3240
2025-11-06,Potato,Mumbai,3221
2025-11-07,Potato,Mumbai,3201
2025-11-08,Potato,Mumbai,3197
2025-11-09,Potato,Mumbai,3200
2025-11-10,Potato,Mumbai,3197
2025-11-11,Potato,Mumbai,3221
2025-11-12,Potato,Mumbai,3217
2025-11-13,Potato,Mumbai,3228
2025-11-14,Potato,Mumbai,3251
2025-11-15,Potato,Mumbai,3275
2025-11-16,Potato,Mumbai,3267
2025-11-17,Potato,Mumbai,3271
2025-11-18,Potato,Mumbai,3286
2025-11-19,Potato,Mumbai,3286
2025-11-20,Potato,Mumbai,3296
2025-11-21,Potato,Mumbai,3285
2025-11-22,Potato,Mumbai,3307
2025-11-23,Potato,Mumbai,3288
2025-11-24,Potato,Mumbai,3289
2025-11-25,Potato,Mumbai,3295
2025-11-26,Potato,Mumbai,3319
2025-11-27,Potato,Mumbai,3308
2025-11-28,Potato,Mumbai,3293
2025-11-29,Potato,Mumbai,3283
2025-11-30,Potato,Mumbai,3276
2025-12-01,Potato,Mumbai,3288
2025-12-02,Potato,Mumbai,3294
2025-12-03,Potato,Mumbai,3303
2025-12-04,Potato,Mumbai,3314
2025-12-05,Potato,Mumbai,3318
2025-12-06,Potato,Mumbai,3308
2025-12-07,Potato,Mumbai,3329
2025-12-08,Potato,Mumbai,3344
2025-12-09,Potato,Mumbai,3338
2025-12-10,Potato,Mumbai,3355
2025-12-11,Potato,Mumbai,3363
2025-12-12,Potato,Mumbai,3356
2025-12-13,Potato,Mumbai,3370
2025-12-14,Potato,Mumbai,3375
2025-12-15,Potato,Mumbai,3392
2025-12-16,Potato,Mumbai,3399
2025-12-17,Potato,Mumbai,3406
2025-12-18,Potato,Mumbai,3388
2025-12-19,Potato,Mumbai,3373
2025-12-20,Potato,Mumbai,3365
2025-12-21,Potato,Mumbai,3366
2025-12-22,Potato,Mumbai,3363
2025-12-23,Potato,Mumbai,3347
2025-12-24,Potato,Mumbai,3342
2025-12-25,Potato,Mumbai,3329
2025-12-26,Potato,Mumbai,3325
2025-12-27,Potato,Mumbai,3341
2025-12-28,Potato,Mumbai,3352
2025-12-29,Potato,Mumbai,3359
2025-12-30,Potato,Mumbai,3359
2025-12-31,Potato,Mumbai,3360
2024-01-01,Potato,Nagpur,2414
2024-01-02,Potato,Nagpur,2438
2024-01-03,Potato,Nagpur,2453
2024-01-04,Potato,Nagpur,2471
2024-01-05,Potato,Nagpur,2474
2024-01-06,Potato,Nagpur,2457
2024-01-07,Potato,Nagpur,2453
2024-01-08,Potato,Nagpur,2466
2024-01-09,Potato,Nagpur,2481
2024-01-10,Potato,Nagpur,2466
2024-01-11,Potato,Nagpur,2463
2024-01-12,Potato,Nagpur,2459
2024-01-13,Potato,Nagpur,2449
2024-01-14,Potato,Nagpur,2468
2024-01-15,Potato,Nagpur,2462
2024-01-16,Potato,Nagpur,2449
2024-01-17,Potato,Nagpur,2456
2024-01-18,Potato,Nagpur,2444
2024-01-19,Potato,Nagpur,2458
2024-01-20,Potato,Nagpur,2443
2024-01-21,Potato,Nagpur,2458
2024-01-22,Potato,Nagpur,2448
2024-01-23,Potato,Nagpur,2440
2024-01-24,Potato,Nagpur,2446
2024-01-25,Potato,Nagpur,2454
2024-01-26,Potato,Nagpur,2474
2024-01-27,Potato,Nagpur,2462
2024-01-28,Potato,Nagpur,2468
2024-01-29,Potato,Nagpur,2487
2024-01-30,Potato,Nagpur,2498
2024-01-31,Potato,Nagpur,2500
2024-02-01,Potato,Nagpur,2486
2024-02-02,Potato,Nagpur,2475
2024-02-03,Potato,Nagpur,2467
2024-02-04,Potato,Nagpur,2465
2024-02-05,Potato,Nagpur,2451
2024-02-06,Potato,Nagpur,2468
2024-02-07,Potato,Nagpur,2451
2024-02-08,Potato,Nagpur,2473
2024-02-09,Potato,Nagpur,2489
2024-02-10,Potato,Nagpur,2490
2024-02-11,Potato,Nagpur,2480
2024-02-12,Potato,Nagpur,2466
2024-02-13,Potato,Nagpur,2483
2024-02-14,Potato,Nagpur,2475
2024-02-15,Potato,Nagpur,2488
2024-02-16,Potato,Nagpur,2490
2024-02-17,Potato,Nagpur,2493
2024-02-18,Potato,Nagpur,2503
2024-02-19,Potato,Nagpur,2493
2024-02-20,Potato,Nagpur,2474
2024-02-21,Potato,Nagpur,2483
2024-02-22,Potato,Nagpur,2465
2024-02-23,Potato,Nagpur,2488
2024-02-24,Potato,Nagpur,2473
2024-02-25,Potato,Nagpur,2496
2024-02-26,Potato,Nagpur,2513
2024-02-27,Potato,Nagpur,2499
2024-02-28,Potato,Nagpur,2523
2024-02-29,Potato,Nagpur,2532
2024-03-01,Potato,Nagpur,2549
2024-03-02,Potato,Nagpur,2549
2024-03-03,Potato,Nagpur,2543
2024-03-04,Potato,Nagpur,2539
2024-03-05,Potato,Nagpur,2533
2024-03-06,Potato,Nagpur,2523
2024-03-07,Potato,Nagpur,2543
2024-03-08,Potato,Nagpur,2525
2024-03-09,Potato,Nagpur,2547
2024-03-10,Potato,Nagpur,2569
2024-03-11,Potato,Nagpur,2559
2024-03-12,Potato,Nagpur,2553
2024-03-13,Potato,Nagpur,2549
2024-03-14,Potato,Nagpur,2573
2024-03-15,Potato,Nagpur,2583
2024-03-16,Potato,Nagpur,2601
2024-03-17,Potato,Nagpur,2587
2024-03-18,Potato,Nagpur,2584
2024-03-19,Potato,Nagpur,2581
2024-03-20,Potato,Nagpur,2594
2024-03-21,Potato,Nagpur,2603
2024-03-22,Potato,Nagpur,2617
2024-03-23,Potato,Nagpur,2632
2024-03-24,Potato,Nagpur,2616
2024-03-25,Potato,Nagpur,2619
2024-03-26,Potato,Nagpur,2615
2024-03-27,Potato,Nagpur,2629
2024-03-28,Potato,Nagpur,2621
2024-03-29,Potato,Nagpur,2612
2024-03-30,Potato,Nagpur,2625
2024-03-31,Potato,Nagpur,2647
2024-04-01,Potato,Nagpur,2656
2024-04-02,Potato,Nagpur,2660
2024-04-03,Potato,Nagpur,2650
2024-04-04,Potato,Nagpur,2652
2024-04-05,Potato,Nagpur,2645
2024-04-06,Potato,Nagpur,2637
2024-04-07,Potato,Nagpur,2645
2024-04-08,Potato,Nagpur,2664
2024-04-09,Potato,Nagpur,2661
2024-04-10,Potato,Nagpur,2642
2024-04-11,Potato,Nagpur,2629
2024-04-12,Potato,Nagpur,2624
2024-04-13,Potato,Nagpur,2629
2024-04-14,Potato,Nagpur,2640
2024-04-15,Potato,Nagpur,2620
2024-04-16,Potato,Nagpur,2606
2024-04-17,Potato,Nagpur,2625
2024-04-18,Potato,Nagpur,2640
2024-04-19,Potato,Nagpur,2629
2024-04-20,Potato,Nagpur,2643
2024-04-21,Potato,Nagpur,2640
2024-04-22,Potato,Nagpur,2656
2024-04-23,Potato,Nagpur,2653
2024-04-24,Potato,Nagpur,2658
2024-04-25,Potato,Nagpur,2665
2024-04-26,Potato,Nagpur,2669
2024-04-27,Potato,Nagpur,2649
2024-04-28,Potato,Nagpur,2636
2024-04-29,Potato,Nagpur,2661
2024-04-30,Potato,Nagpur,2668
2024-05-01,Potato,Nagpur,2654
2024-05-02,Potato,Nagpur,2657
2024-05-03,Potato,Nagpur,2638
2024-05-04,Potato,Nagpur,2641
2024-05-05,Potato,Nagpur,2652
2024-05-06,Potato,Nagpur,2667
2024-05-07,Potato,Nagpur,2660
2024-05-08,Potato,Nagpur,2652
2024-05-09,Potato,Nagpur,2650
2024-05-10,Potato,Nagpur,2631
2024-05-11,Potato,Nagpur,2634
2024-05-12,Potato,Nagpur,2615
2024-05-13,Potato,Nagpur,2614
2024-05-14,Potato,Nagpur,2637
2024-05-15,Potato,Nagpur,2637
2024-05-16,Potato,Nagpur,2648
2024-05-17,Potato,Nagpur,2672
2024-05-18,Potato,Nagpur,2684
2024-05-19,Potato,Nagpur,2665
2024-05-20,Potato,Nagpur,2658
2024-05-21,Potato,Nagpur,2675
2024-05-22,Potato,Nagpur,2693
2024-05-23,Potato,Nagpur,2684
2024-05-24,Potato,Nagpur,2669
2024-05-25,Potato,Nagpur,2677
2024-05-26,Potato,Nagpur,2686
2024-05-27,Potato,Nagpur,2666
2024-05-28,Potato,Nagpur,2674
2024-05-29,Potato,Nagpur,2654
2024-05-30,Potato,Nagpur,2647
2024-05-31,Potato,Nagpur,2643
2024-06-01,Potato,Nagpur,2663
2024-06-02,Potato,Nagpur,2663
2024-06-03,Potato,Nagpur,2667
2024-06-04,Potato,Nagpur,2677
2024-06-05,Potato,Nagpur,2669
2024-06-06,Potato,Nagpur,2674
2024-06-07,Potato,Nagpur,2699
2024-06-08,Potato,Nagpur,2724
2024-06-09,Potato,Nagpur,2710
2024-06-10,Potato,Nagpur,2728
2024-06-11,Potato,Nagpur,2709
2024-06-12,Potato,Nagpur,2734
2024-06-13,Potato,Nagpur,2749
2024-06-14,Potato,Nagpur,2743
2024-06-15,Potato,Nagpur,2753
2024-06-16,Potato,Nagpur,2766
2024-06-17,Potato,Nagpur,2762
2024-06-18,Potato,Nagpur,2758
2024-06-19,Potato,Nagpur,2767
2024-06-20,Potato,Nagpur,2768
2024-06-21,Potato,Nagpur,2753
2024-06-22,Potato,Nagpur,2763
2024-06-23,Potato,Nagpur,2746
2024-06-24,Potato,Nagpur,2740
2024-06-25,Potato,Nagpur,2746
2024-06-26,Potato,Nagpur,2745
2024-06-27,Potato,Nagpur,2731
2024-06-28,Potato,Nagpur,2722
2024-06-29,Potato,Nagpur,2722
2024-06-30,Potato,Nagpur,2740
2024-07-01,Potato,Nagpur,2760
2024-07-02,Potato,Nagpur,2755
2024-07-03,Potato,Nagpur,2741
2024-07-04,Potato,Nagpur,2755
2024-07-05,Potato,Nagpur,2738
2024-07-06,Potato,Nagpur,2754
2024-07-07,Potato,Nagpur,2765
2024-07-08,Potato,Nagpur,2776
2024-07-09,Potato,Nagpur,2760
2024-07-10,Potato,Nagpur,2746
2024-07-11,Potato,Nagpur,2733
2024-07-12,Potato,Nagpur,2716
2024-07-13,Potato,Nagpur,2721
2024-07-14,Potato,Nagpur,2741
2024-07-15,Potato,Nagpur,2727
2024-07-16,Potato,Nagpur,2713
2024-07-17,Potato,Nagpur,2718
2024-07-18,Potato,Nagpur,2715
2024-07-19,Potato,Nagpur,2698
2024-07-20,Potato,Nagpur,2718
2024-07-21,Potato,Nagpur,2729
2024-07-22,Potato,Nagpur,2711
2024-07-23,Potato,Nagpur,2721
2024-07-24,Potato,Nagpur,2724
2024-07-25,Potato,Nagpur,2718
2024-07-26,Potato,Nagpur,2714
2024-07-27,Potato,Nagpur,2723
2024-07-28,Potato,Nagpur,2741
2024-07-29,Potato,Nagpur,2737
2024-07-30,Potato,Nagpur,2760
2024-07-31,Potato,Nagpur,2768
2024-08-01,Potato,Nagpur,2772
2024-08-02,Potato,Nagpur,2773
2024-08-03,Potato,Nagpur,2774
2024-08-04,Potato,Nagpur,2770
2024-08-05,Potato,Nagpur,2770
2024-08-06,Potato,Nagpur,2776
2024-08-07,Potato,Nagpur,2777
2024-08-08,Potato,Nagpur,2770
2024-08-09,Potato,Nagpur,2756
2024-08-10,Potato,Nagpur,2743
2024-08-11,Potato,Nagpur,2753
2024-08-12,Potato,Nagpur,2738
2024-08-13,Potato,Nagpur,2743
2024-08-14,Potato,Nagpur,2724
2024-08-15,Potato,Nagpur,2722
2024-08-16,Potato,Nagpur,2719
2024-08-17,Potato,Nagpur,2732
2024-08-18,Potato,Nagpur,2717
2024-08-19,Potato,Nagpur,2726
2024-08-20,Potato,Nagpur,2730
2024-08-21,Potato,Nagpur,2745
2024-08-22,Potato,Nagpur,2735
2024-08-23,Potato,Nagpur,2718
2024-08-24,Potato,Nagpur,2707
2024-08-25,Potato,Nagpur,2721
2024-08-26,Potato,Nagpur,2728
2024-08-27,Potato,Nagpur,2741
2024-08-28,Potato,Nagpur,2722
2024-08-29,Potato,Nagpur,2733
2024-08-30,Potato,Nagpur,2754
2024-08-31,Potato,Nagpur,2778
2024-09-01,Potato,Nagpur,2794
2024-09-02,Potato,Nagpur,2804
2024-09-03,Potato,Nagpur,2824
2024-09-04,Potato,Nagpur,2815
2024-09-05,Potato,Nagpur,2800
2024-09-06,Potato,Nagpur,2799
2024-09-07,Potato,Nagpur,2814
2024-09-08,Potato,Nagpur,2808
2024-09-09,Potato,Nagpur,2791
2024-09-10,Potato,Nagpur,2790
2024-09-11,Potato,Nagpur,2774
2024-09-12,Potato,Nagpur,2762
2024-09-13,Potato,Nagpur,2754
2024-09-14,Potato,Nagpur,2744
2024-09-15,Potato,Nagpur,2765
2024-09-16,Potato,Nagpur,2767
2024-09-17,Potato,Nagpur,2775
2024-09-18,Potato,Nagpur,2791
2024-09-19,Potato,Nagpur,2779
2024-09-20,Potato,Nagpur,2793
2024-09-21,Potato,Nagpur,2793
2024-09-22,Potato,Nagpur,2794
2024-09-23,Potato,Nagpur,2799
2024-09-24,Potato,Nagpur,2815
2024-09-25,Potato,Nagpur,2831
2024-09-26,Potato,Nagpur,2834
2024-09-27,Potato,Nagpur,2821
2024-09-28,Potato,Nagpur,2837
2024-09-29,Potato,Nagpur,2820
2024-09-30,Potato,Nagpur,2804
2024-10-01,Potato,Nagpur,2826
2024-10-02,Potato,Nagpur,2841
2024-10-03,Potato,Nagpur,2862
2024-10-04,Potato,Nagpur,2887
2024-10-05,Potato,Nagpur,2908
2024-10-06,Potato,Nagpur,2899
2024-10-07,Potato,Nagpur,2903
2024-10-08,Potato,Nagpur,2885
2024-10-09,Potato,Nagpur,2873
2024-10-10,Potato,Nagpur,2862
2024-10-11,Potato,Nagpur,2855
2024-10-12,Potato,Nagpur,2849
2024-10-13,Potato,Nagpur,2834
2024-10-14,Potato,Nagpur,2859
2024-10-15,Potato,Nagpur,2857
2024-10-16,Potato,Nagpur,2842
2024-10-17,Potato,Nagpur,2831
2024-10-18,Potato,Nagpur,2851
2024-10-19,Potato,Nagpur,2857
2024-10-20,Potato,Nagpur,2861
2024-10-21,Potato,Nagpur,2867
2024-10-22,Potato,Nagpur,2858
2024-10-23,Potato,Nagpur,2864
2024-10-24,Potato,Nagpur,2870
2024-10-25,Potato,Nagpur,2865
2024-10-26,Potato,Nagpur,2875
2024-10-27,Potato,Nagpur,2884
2024-10-28,Potato,Nagpur,2885
2024-10-29,Potato,Nagpur,2865
2024-10-30,Potato,Nagpur,2883
2024-10-31,Potato,Nagpur,2903
2024-11-01,Potato,Nagpur,2922
2024-11-02,Potato,Nagpur,2934
2024-11-03,Potato,Nagpur,2922
2024-11-04,Potato,Nagpur,2927
2024-11-05,Potato,Nagpur,2922
2024-11-06,Potato,Nagpur,2932
2024-11-07,Potato,Nagpur,2953
2024-11-08,Potato,Nagpur,2975
2024-11-09,Potato,Nagpur,2962
2024-11-10,Potato,Nagpur,2963
2024-11-11,Potato,Nagpur,2956
2024-11-12,Potato,Nagpur,2956
2024-11-13,Potato,Nagpur,2942
2024-11-14,Potato,Nagpur,2951
2024-11-15,Potato,Nagpur,2963
2024-11-16,Potato,Nagpur,2948
2024-11-17,Potato,Nagpur,2961
2024-11-18,Potato,Nagpur,2963
2024-11-19,Potato,Nagpur,2974
2024-11-20,Potato,Nagpur,2989
2024-11-21,Potato,Nagpur,3007
2024-11-22,Potato,Nagpur,3027
2024-11-23,Potato,Nagpur,3010
2024-11-24,Potato,Nagpur,3034
2024-11-25,Potato,Nagpur,3041
2024-11-26,Potato,Nagpur,3040
2024-11-27,Potato,Nagpur,3038
2024-11-28,Potato,Nagpur,3060
2024-11-29,Potato,Nagpur,3084
2024-11-30,Potato,Nagpur,3095
2024-12-01,Potato,Nagpur,3101
2024-12-02,Potato,Nagpur,3093
2024-12-03,Potato,Nagpur,3095
2024-12-04,Potato,Nagpur,3108
2024-12-05,Potato,Nagpur,3096
2024-12-06,Potato,Nagpur,3108
2024-12-07,Potato,Nagpur,3091
2024-12-08,Potato,Nagpur,3074
2024-12-09,Potato,Nagpur,3055
2024-12-10,Potato,Nagpur,3057
2024-12-11,Potato,Nagpur,3078
2024-12-12,Potato,Nagpur,3081
2024-12-13,Potato,Nagpur,3080
2024-12-14,Potato,Nagpur,3063
2024-12-15,Potato,Nagpur,3049
2024-12-16,Potato,Nagpur,3049
2024-12-17,Potato,Nagpur,3044
2024-12-18,Potato,Nagpur,3030
2024-12-19,Potato,Nagpur,3017
2024-12-20,Potato,Nagpur,2999
2024-12-21,Potato,Nagpur,2999
2024-12-22,Potato,Nagpur,2979
2024-12-23,Potato,Nagpur,2991
2024-12-24,Potato,Nagpur,2974
2024-12-25,Potato,Nagpur,2978
2024-12-26,Potato,Nagpur,3002
2024-12-27,Potato,Nagpur,3011
2024-12-28,Potato,Nagpur,3001
2024-12-29,Potato,Nagpur,3015
2024-12-30,Potato,Nagpur,3032
2024-12-31,Potato,Nagpur,3016
2025-01-01,Potato,Nagpur,3027
2025-01-02,Potato,Nagpur,3015
2025-01-03,Potato,Nagpur,3037
2025-01-04,Potato,Nagpur,3027
2025-01-05,Potato,Nagpur,3031
2025-01-06,Potato,Nagpur,3040
2025-01-07,Potato,Nagpur,3033
2025-01-08,Potato,Nagpur,3020
2025-01-09,Potato,Nagpur,3010
2025-01-10,Potato,Nagpur,3010
2025-01-11,Potato,Nagpur,3005
2025-01-12,Potato,Nagpur,2991
2025-01-13,Potato,Nagpur,2984
2025-01-14,Potato,Nagpur,2978
2025-01-15,Potato,Nagpur,2983
2025-01-16,Potato,Nagpur,2994
2025-01-17,Potato,Nagpur,2985
2025-01-18,Potato,Nagpur,2993
2025-01-19,Potato,Nagpur,3014
2025-01-20,Potato,Nagpur,3021
2025-01-21,Potato,Nagpur,3016
2025-01-22,Potato,Nagpur,3032
2025-01-23,Potato,Nagpur,3044
2025-01-24,Potato,Nagpur,3038
2025-01-25,Potato,Nagpur,3018
2025-01-26,Potato,Nagpur,3005
2025-01-27,Potato,Nagpur,2999
2025-01-28,Potato,Nagpur,2985
2025-01-29,Potato,Nagpur,2976
2025-01-30,Potato,Nagpur,2994
2025-01-31,Potato,Nagpur,2989
2025-02-01,Potato,Nagpur,3002
2025-02-02,Potato,Nagpur,2986
2025-02-03,Potato,Nagpur,2973
2025-02-04,Potato,Nagpur,2984
2025-02-05,Potato,Nagpur,2998
2025-02-06,Potato,Nagpur,3002
2025-02-07,Potato,Nagpur,3006
2025-02-08,Potato,Nagpur,3025
2025-02-09,Potato,Nagpur,3021
2025-02-10,Potato,Nagpur,3015
2025-02-11,Potato,Nagpur,3020
2025-02-12,Potato,Nagpur,3000
2025-02-13,Potato,Nagpur,2997
2025-02-14,Potato,Nagpur,3019
2025-02-15,Potato,Nagpur,3010
2025-02-16,Potato,Nagpur,2995
2025-02-17,Potato,Nagpur,3012
2025-02-18,Potato,Nagpur,3027
2025-02-19,Potato,Nagpur,3016
2025-02-20,Potato,Nagpur,2998
2025-02-21,Potato,Nagpur,2997
2025-02-22,Potato,Nagpur,3019
2025-02-23,Potato,Nagpur,3000
2025-02-24,Potato,Nagpur,3022
2025-02-25,Potato,Nagpur,3041
2025-02-26,Potato,Nagpur,3040
2025-02-27,Potato,Nagpur,3043
2025-02-28,Potato,Nagpur,3027
2025-03-01,Potato,Nagpur,3032
2025-03-02,Potato,Nagpur,3053
2025-03-03,Potato,Nagpur,3046
2025-03-04,Potato,Nagpur,3045
2025-03-05,Potato,Nagpur,3035
2025-03-06,Potato,Nagpur,3039
2025-03-07,Potato,Nagpur,3039
2025-03-08,Potato,Nagpur,3036
2025-03-09,Potato,Nagpur,3033
2025-03-10,Potato,Nagpur,3042
2025-03-11,Potato,Nagpur,3033
2025-03-12,Potato,Nagpur,3031
2025-03-13,Potato,Nagpur,3046
2025-03-14,Potato,Nagpur,3063
2025-03-15,Potato,Nagpur,3046
2025-03-16,Potato,Nagpur,3061
2025-03-17,Potato,Nagpur,3051
2025-03-18,Potato,Nagpur,3050
2025-03-19,Potato,Nagpur,3066
2025-03-20,Potato,Nagpur,3070
2025-03-21,Potato,Nagpur,3084
2025-03-22,Potato,Nagpur,3076
2025-03-23,Potato,Nagpur,3087
2025-03-24,Potato,Nagpur,3105
2025-03-25,Potato,Nagpur,3117
2025-03-26,Potato,Nagpur,3130
2025-03-27,Potato,Nagpur,3119
2025-03-28,Potato,Nagpur,3141
2025-03-29,Potato,Nagpur,3124
2025-03-30,Potato,Nagpur,3111
2025-03-31,Potato,Nagpur,3094
2025-04-01,Potato,Nagpur,3111
2025-04-02,Potato,Nagpur,3103
2025-04-03,Potato,Nagpur,3126
2025-04-04,Potato,Nagpur,3151
2025-04-05,Potato,Nagpur,3131
2025-04-06,Potato,Nagpur,3136
2025-04-07,Potato,Nagpur,3139
2025-04-08,Potato,Nagpur,3151
2025-04-09,Potato,Nagpur,3134
2025-04-10,Potato,Nagpur,3142
2025-04-11,Potato,Nagpur,3150
2025-04-12,Potato,Nagpur,3160
2025-04-13,Potato,Nagpur,3157
2025-04-14,Potato,Nagpur,3139
2025-04-15,Potato,Nagpur,3160
2025-04-16,Potato,Nagpur,3158
2025-04-17,Potato,Nagpur,3143
2025-04-18,Potato,Nagpur,3152
2025-04-19,Potato,Nagpur,3160
2025-04-20,Potato,Nagpur,3161
2025-04-21,Potato,Nagpur,3181
2025-04-22,Potato,Nagpur,3170
2025-04-23,Potato,Nagpur,3187
2025-04-24,Potato,Nagpur,3173
2025-04-25,Potato,Nagpur,3174
2025-04-26,Potato,Nagpur,3192
2025-04-27,Potato,Nagpur,3203
2025-04-28,Potato,Nagpur,3204
2025-04-29,Potato,Nagpur,3217
2025-04-30,Potato,Nagpur,3205
2025-05-01,Potato,Nagpur,3194
2025-05-02,Potato,Nagpur,3207
2025-05-03,Potato,Nagpur,3228
2025-05-04,Potato,Nagpur,3251
2025-05-05,Potato,Nagpur,3241
2025-05-06,Potato,Nagpur,3248
2025-05-07,Potato,Nagpur,3239
2025-05-08,Potato,Nagpur,3231
2025-05-09,Potato,Nagpur,3219
2025-05-10,Potato,Nagpur,3218
2025-05-11,Potato,Nagpur,3233
2025-05-12,Potato,Nagpur,3236
2025-05-13,Potato,Nagpur,3261
2025-05-14,Potato,Nagpur,3276
2025-05-15,Potato,Nagpur,3300
2025-05-16,Potato,Nagpur,3297
2025-05-17,Potato,Nagpur,3301
2025-05-18,Potato,Nagpur,3314
2025-05-19,Potato,Nagpur,3325
2025-05-20,Potato,Nagpur,3331
2025-05-21,Potato,Nagpur,3346
2025-05-22,Potato,Nagpur,3342
2025-05-23,Potato,Nagpur,3327
2025-05-24,Potato,Nagpur,3330
2025-05-25,Potato,Nagpur,3318
2025-05-26,Potato,Nagpur,3322
2025-05-27,Potato,Nagpur,3342
2025-05-28,Potato,Nagpur,3364
2025-05-29,Potato,Nagpur,3362
2025-05-30,Potato,Nagpur,3367
2025-05-31,Potato,Nagpur,3357
2025-06-01,Potato,Nagpur,3373
2025-06-02,Potato,Nagpur,3387
2025-06-03,Potato,Nagpur,3395
2025-06-04,Potato,Nagpur,3411
2025-06-05,Potato,Nagpur,3425
2025-06-06,Potato,Nagpur,3441
2025-06-07,Potato,Nagpur,3456
2025-06-08,Potato,Nagpur,3461
2025-06-09,Potato,Nagpur,3484
2025-06-10,Potato,Nagpur,3468
2025-06-11,Potato,Nagpur,3477
2025-06-12,Potato,Nagpur,3494
2025-06-13,Potato,Nagpur,3495
2025-06-14,Potato,Nagpur,3520
2025-06-15,Potato,Nagpur,3504
2025-06-16,Potato,Nagpur,3528
2025-06-17,Potato,Nagpur,3553
2025-06-18,Potato,Nagpur,3563
2025-06-19,Potato,Nagpur,3544
2025-06-20,Potato,Nagpur,3528
2025-06-21,Potato,Nagpur,3528
2025-06-22,Potato,Nagpur,3549
2025-06-23,Potato,Nagpur,3536
2025-06-24,Potato,Nagpur,3547
2025-06-25,Potato,Nagpur,3547
2025-06-26,Potato,Nagpur,3534
2025-06-27,Potato,Nagpur,3557
2025-06-28,Potato,Nagpur,3562
2025-06-29,Potato,Nagpur,3555
2025-06-30,Potato,Nagpur,3577
2025-07-01,Potato,Nagpur,3576
2025-07-02,Potato,Nagpur,3564
2025-07-03,Potato,Nagpur,3584
2025-07-04,Potato,Nagpur,3588
2025-07-05,Potato,Nagpur,3596
2025-07-06,Potato,Nagpur,3589
2025-07-07,Potato,Nagpur,3590
2025-07-08,Potato,Nagpur,3587
2025-07-09,Potato,Nagpur,3581
2025-07-10,Potato,Nagpur,3591
2025-07-11,Potato,Nagpur,3588
2025-07-12,Potato,Nagpur,3571
2025-07-13,Potato,Nagpur,3595
2025-07-14,Potato,Nagpur,3576
2025-07-15,Potato,Nagpur,3564
2025-07-16,Potato,Nagpur,3555
2025-07-17,Potato,Nagpur,3571
2025-07-18,Potato,Nagpur,3553
2025-07-19,Potato,Nagpur,3556
2025-07-20,Potato,Nagpur,3547
2025-07-21,Potato,Nagpur,3537
2025-07-22,Potato,Nagpur,3534
2025-07-23,Potato,Nagpur,3543
2025-07-24,Potato,Nagpur,3538
2025-07-25,Potato,Nagpur,3561
2025-07-26,Potato,Nagpur,3584
2025-07-27,Potato,Nagpur,3591
2025-07-28,Potato,Nagpur,3616
2025-07-29,Potato,Nagpur,3618
2025-07-30,Potato,Nagpur,3618
2025-07-31,Potato,Nagpur,3634
2025-08-01,Potato,Nagpur,3646
2025-08-02,Potato,Nagpur,3648
2025-08-03,Potato,Nagpur,3666
2025-08-04,Potato,Nagpur,3689
2025-08-05,Potato,Nagpur,3683
2025-08-06,Potato,Nagpur,3693
2025-08-07,Potato,Nagpur,3713
2025-08-08,Potato,Nagpur,3713
2025-08-09,Potato,Nagpur,3722
2025-08-10,Potato,Nagpur,3745
2025-08-11,Potato,Nagpur,3764
2025-08-12,Potato,Nagpur,3753
2025-08-13,Potato,Nagpur,3766
2025-08-14,Potato,Nagpur,3782
2025-08-15,Potato,Nagpur,3764
2025-08-16,Potato,Nagpur,3787
2025-08-17,Potato,Nagpur,3788
2025-08-18,Potato,Nagpur,3806
2025-08-19,Potato,Nagpur,3796
2025-08-20,Potato,Nagpur,3814
2025-08-21,Potato,Nagpur,3799
2025-08-22,Potato,Nagpur,3815
2025-08-23,Potato,Nagpur,3799
2025-08-24,Potato,Nagpur,3791
2025-08-25,Potato,Nagpur,3781
2025-08-26,Potato,Nagpur,3784
2025-08-27,Potato,Nagpur,3807
2025-08-28,Potato,Nagpur,3810
2025-08-29,Potato,Nagpur,3808
2025-08-30,Potato,Nagpur,3802
2025-08-31,Potato,Nagpur,3785
2025-09-01,Potato,Nagpur,3775
2025-09-02,Potato,Nagpur,3798
2025-09-03,Potato,Nagpur,3807
2025-09-04,Potato,Nagpur,3832
2025-09-05,Potato,Nagpur,3844
2025-09-06,Potato,Nagpur,3862
2025-09-07,Potato,Nagpur,3851
